codcnh,nombre,latitude,longitude,municipios,codprov,provincias,ncamas,finalidad_asisitencial,cerrado
281393,CLÍNICA UNIVERSIDAD DE NAVARRA,40.4479355,-3.6253667999999997,Madrid,28,MADRID,72,GENERAL,N
281405,COMPLEJO HOSPITALARIO UNIVERSITARIO INFANTA LEONOR,40.3949675421159,-3.6045349132181297,Madrid,28,MADRID,361,GENERAL,N
281416,CLÍNICA SAN VICENTE,40.416690826416016,-3.7003459930419917,Madrid,28,MADRID,45,REHABILITACIÓN PSICOFÍSICA,N
281427,INSTITUTO PSIQUIÁTRICO SERVICIOS DE SALUD MENTAL JOSÉ GERMAIN,40.327348,-3.767614,Leganés,28,MADRID,178,PSIQUIÁTRICO,N
281438,INSTITUTO PSIQUIÁTRICO SERVICIOS DE SALUD MENTAL JOSÉ GERMAIN-2 ARAGÓN,40.2921425,-3.7950969,Leganés,28,MADRID,0,PSIQUIÁTRICO,N
290017,HOSPITAL GENERAL DEL H.U.R. DE MÁLAGA,36.7251304000146,-4.457426900063759,Málaga,29,MALAGA,0,GENERAL,N
290022,HOSPITAL VIRGEN DE LA VICTORIA,36.71963119506836,-4.420000076293945,Málaga,29,MALAGA,0,GENERAL,N
290038,HOSPITAL CIVIL,36.7266882803806,-4.4302907688393605,Málaga,29,MALAGA,0,GENERAL,N
290069,CENTRO ASISTENCIAL SAN JUAN DE DIOS,36.7583697,-4.4255081,Málaga,29,MALAGA,351,PSIQUIÁTRICO,N
290075,CENTRO ASISTENCIAL HNAS. HOSP. DEL SAGRADO CORAZÓN DE JESÚS,36.73338820000001,-4.4219057,Málaga,29,MALAGA,321,PSIQUIÁTRICO,N
290081,HOSPITAL VITHAS PARQUE SAN ANTONIO,36.7238244,-4.3947080000000005,Málaga,29,MALAGA,100,GENERAL,N
290094,HOSPITAL EL ÁNGEL,36.715046799999996,-4.4529142,Málaga,29,MALAGA,138,GENERAL,N
290108,HOSPITAL DOCTOR GÁLVEZ,36.7208065,-4.4191621,Málaga,29,MALAGA,62,GENERAL,N
290115,CLÍNICA DE LA ENCARNACIÓN,36.7227249,-4.4538629,Málaga,29,MALAGA,105,GENERAL,N
290136,HOSPITAL PSIQUIÁTRICO SAN FRANCISCO DE ASÍS,36.72867720000001,-4.367932700000001,Málaga,29,MALAGA,150,PSIQUIÁTRICO,N
290141,CLÍNICA NUESTRA SRA. DEL PILAR,36.721669399999996,-4.4039807,Málaga,29,MALAGA,21,GENERAL,N
290154,HOSPITAL DE ANTEQUERA,37.0318999000113,-4.53033539998592,Antequera,29,MALAGA,159,GENERAL,N
290173,HOSPITAL QUIRONSALUD MARBELLA,36.5089976,-4.8743614,Marbella,29,MALAGA,75,GENERAL,N
290206,HOSPITAL DE LA AXARQUÍA,36.77864456176758,-4.100675106048584,Vélez-Málaga,29,MALAGA,197,GENERAL,N
290213,HOSPITAL MARÍTIMO DE TORREMOLINOS,36.63977403560825,-4.491654910461294,Torremolinos,29,MALAGA,0,GENERAL,N
290228,CLÍNICA SANTA ELENA,36.62180709838867,-4.500256061553955,Torremolinos,29,MALAGA,90,GENERAL,N
290234,HOSPITAL UNIVERSITARIO REGIONAL DE MÁLAGA,36.7251304000146,-4.457426900063759,Málaga,29,MALAGA,1049,GENERAL,N
290252,HOSPITAL UNIVERSITARIO VIRGEN DE LA VICTORIA,36.71963119506836,-4.420000076293945,Málaga,29,MALAGA,657,GENERAL,N
290265,HOSPITAL MATERNO-INFANTIL DEL H.U.R. DE MÁLAGA,36.729703550142105,-4.43391944976171,Málaga,29,MALAGA,0,MATERNO-INFANTIL,N
290287,HOSPITAL COSTA DEL SOL,36.50993728637695,-4.886353969573975,Marbella,29,MALAGA,408,GENERAL,N
290290,HOSPITAL  F.A.C. DOCTOR PASCUAL,36.728924600000006,-4.4119693,Málaga,29,MALAGA,201,GENERAL,N
290348,CLÍNICA EL SERANIL,36.7143623000047,-4.34301054998776,Vélez-Málaga,29,MALAGA,60,PSIQUIÁTRICO,N
290359,HC MARBELLA INTERNATIONAL HOSPITAL,36.49872589111328,-4.963339805603027,Marbella,29,MALAGA,12,GENERAL,N
290360,HOSPITAL HUMANLINE BANÚS,36.508061856416,-4.8569076345464,Marbella,29,MALAGA,15,QUIRÚRGICO,S
290371,CLÍNICA RINCÓN,36.71293542386747,-4.2671210090032545,Rincón de la Victoria,29,MALAGA,7,OTROS MONOGRÁFICOS,N
290382,HOSPITEN ESTEPONA,36.4143431000147,-5.18072535004814,Estepona,29,MALAGA,74,GENERAL,N
290393,FUNDACIÓN CUDECA. CENTRO DE CUIDADOS PALIATIVOS,36.60303497314453,-4.542122840881348,Benalmádena,29,MALAGA,15,OTROS MONOGRÁFICOS,N
290405,XANIT HOSPITAL INTERNACIONAL,36.60303497314453,-4.542122840881348,Benalmádena,29,MALAGA,125,GENERAL,N
290416,COMUNIDAD TERAPÉUTICA SAN ANTONIO,36.7276426,-4.3601673,Málaga,29,MALAGA,35,PSIQUIÁTRICO,N
290427,HOSPITAL DE ALTA RESOLUCIÓN DE BENALMÁDENA,36.6008662500047,-4.56640600002149,Benalmádena,29,MALAGA,46,GENERAL,N
290449,HOSPITAL QUIRONSALUD MÁLAGA,-30.881290000000003,-64.53827,Málaga,29,MALAGA,132,GENERAL,N
290450,CENYT HOSPITAL,36.4280222,-5.1388196,Estepona,29,MALAGA,10,GENERAL,N
290461,CLÍNICA OCHOA,36.50993728637695,-4.886353969573975,Marbella,29,MALAGA,12,GENERAL,N
290472,CENTRO DE REPRODUCCIÓN ASISTIDA DE MARBELLA (CERAM),36.50993728637695,-4.886353969573975,Marbella,29,MALAGA,22,GENERAL,N
290483,CLÍNICA RINCÓN,36.74502944946289,-3.8768310546875,Nerja,29,MALAGA,4,GENERAL,N
290494,HELICÓPTEROS SANITARIOS HOSPITAL,36.4957155,-4.949274,Marbella,29,MALAGA,10,GENERAL,N
290506,HOSPITAL DE LA SERRANÍA,36.500260414429064,-5.000573027379619,Ronda,29,MALAGA,150,GENERAL,N
290517,HOSPITAL VALLE DEL GUADALHORCE DE CÁRTAMA,36.72594833374024,-4.547276020050049,Cártama,29,MALAGA,0,GENERAL,N
300011,HOSPITAL CLÍNICO UNIVERSITARIO VIRGEN DE LA ARRIXACA,37.94219970703125,-1.1613999605178833,Murcia,30,MURCIA,920,GENERAL,N
300026,HOSPITAL GENERAL UNIVERSITARIO REINA SOFÍA,37.982043700000006,-1.1212038,Murcia,30,MURCIA,339,GENERAL,N
300032,HOSPITAL PSIQUIÁTRICO ROMAN ALBERCA,37.9417914,-1.1653613999999999,Murcia,30,MURCIA,96,PSIQUIÁTRICO,N
300050,HOSPITAL QUIRÓNSALUD MURCIA,37.97797979999999,-1.1188135000000001,Murcia,30,MURCIA,131,GENERAL,N
300079,HOSPITAL LA VEGA,37.992621050257,-1.13311230018458,Murcia,30,MURCIA,123,GENERAL,N
300085,HOSPITAL MESA DEL CASTILLO,37.9702992500912,-1.1219545001014801,Murcia,30,MURCIA,76,MÉDICO-QUIRÚRGICO,N
300098,SANATORIO DOCTOR MUÑOZ S.L.,37.73792358941312,-0.9526996570787484,Murcia,30,MURCIA,50,PSIQUIÁTRICO,N
300119,"CLÍNICA MÉDICO-QUIRÚRGICA SAN JOSÉ, S.A.",37.97364340001771,-1.22647745,Alcantarilla,30,MURCIA,139,MÉDICO-QUIRÚRGICO,N
300124,HOSPITAL COMARCAL DEL NOROESTE,38.10409355521519,-1.8679330177429043,Caravaca de la Cruz,30,MURCIA,103,GENERAL,N
300130,CLÍNICA DOCTOR BERNAL S.L.,38.105889700000006,-1.86698669999412,Caravaca de la Cruz,30,MURCIA,39,GERIATRÍA Y/O LARGA ESTANCIA,N
300145,HOSPITAL SANTA MARÍA DEL ROSELL,10.39999771118164,-75.5,Cartagena,30,MURCIA,0,GENERAL,N
300161,SANTO Y REAL HOSPITAL DE CARIDAD,37.625553919005206,-0.9940456033174581,Cartagena,30,MURCIA,154,GERIATRÍA Y/O LARGA ESTANCIA,N
300177,HOSPITAL NUESTRA SEÑORA DEL PERPETUO SOCORRO,10.39999771118164,-75.5,Cartagena,30,MURCIA,214,MÉDICO-QUIRÚRGICO,N
300196,FUNDACION HOSPITAL REAL PIEDAD,38.092689514160156,-1.7985219955444336,Cehegín,30,MURCIA,40,GERIATRÍA Y/O LARGA ESTANCIA,N
300217,HOSPITAL VIRGEN DEL ALCÁZAR DE LORCA,37.6697040000028,-1.69532725001654,Lorca,30,MURCIA,175,GERIATRÍA Y/O LARGA ESTANCIA,N
300222,HOSPITAL GENERAL UNIVERSITARIO LOS ARCOS DEL MAR MENOR,37.8087158203125,-0.8579099774360657,San Javier,30,MURCIA,255,GENERAL,N
300243,HOSPITAL VIRGEN DEL CASTILLO,38.61526870727539,-1.1179449558258057,Yecla,30,MURCIA,96,GENERAL,N
300256,HOSPITAL RAFAEL MÉNDEZ,37.7111518784081,-1.59416540187727,Lorca,30,MURCIA,287,GENERAL,N
300269,HOSPITAL GENERAL UNIVERSITARIO J.M. MORALES MESEGUER,37.99682215,-1.13109675000215,Murcia,30,MURCIA,394,GENERAL,N
300275,HOSPITAL IBERMUTUAMUR-PATOLOGÍA LABORAL,38.01033401489258,-1.1536270380020142,Murcia,30,MURCIA,26,TRAUMATOLOGÍA Y/O REHABILITACIÓN,N
300281,HOSPITAL DE LA VEGA LORENZO GUIRAO,38.23905944824219,-1.4187740087509155,Cieza,30,MURCIA,124,GENERAL,N
300294,HOSPITAL DE MOLINA,38.05092239379883,-1.2109919786453247,Molina de Segura,30,MURCIA,83,MÉDICO-QUIRÚRGICO,N
300317,CLÍNICA SAN FELIPE DEL MEDITERRÁNEO,37.94219970703125,-1.1613999605178833,Murcia,30,MURCIA,62,PSIQUIÁTRICO,N
300339,HOSPITAL DE CUIDADOS MEDIOS VILLADEMAR,37.82576500137005,-0.7939302203163524,San Pedro del Pinatar,30,MURCIA,99,GERIATRÍA Y/O LARGA ESTANCIA,N
300340,RESIDENCIA LOS ALMENDROS,37.62258911132813,-1.1198290586471558,Cartagena,30,MURCIA,60,GERIATRÍA Y/O LARGA ESTANCIA,N
300351,COMPLEJO HOSPITALARIO UNIVERSITARIO DE CARTAGENA,10.39999771118164,-75.5,Cartagena,30,MURCIA,691,GENERAL,N
300362,HOSPITAL GENERAL UNIVERSITARIO SANTA LUCIA,40.422813415527344,-3.6182820796966553,Cartagena,30,MURCIA,0,GENERAL,N
300373,HOSPITAL PERPETUO SOCORRO ALAMEDA,37.608112899999995,-0.9919382,Cartagena,30,MURCIA,93,GERIATRÍA Y/O LARGA ESTANCIA,N
300384,HOSPITAL C.M.V. CARIDAD CARTAGENA,10.42192,-75.55138000000001,Cartagena,30,MURCIA,40,MÉDICO-QUIRÚRGICO,N
310039,CENTRO SAN FRANCISCO JAVIER,42.8324964,-1.6251631000000002,Pamplona/Iruña,31,NAVARRA,28,PSIQUIÁTRICO,N
310044,HOSPITAL SAN JUAN DE DIOS,42.81618889999999,-1.6237694999999999,Pamplona/Iruña,31,NAVARRA,190,GENERAL,N
310057,CLINICA PSIQUIATRICA PADRE MENNI,42.825193,-1.6545578999999997,Pamplona/Iruña,31,NAVARRA,226,PSIQUIÁTRICO,N
310060,CLINICA UNIVERSIDAD DE NAVARRA,42.80521463596035,-1.6629818347063894,Pamplona/Iruña,31,NAVARRA,241,GENERAL,N
310076,CLINICA SAN MIGUEL,42.819520399999995,-1.6211818,Pamplona/Iruña,31,NAVARRA,72,GENERAL,N
310095,CLÍNICA SAN FERMÍN,42.809551600492505,-1.64262674994234,Pamplona/Iruña,31,NAVARRA,5,GENERAL,N
310109,CENTRO HOSPITALARIO BENITO MENNI,43.1473992,-1.5266174,Baztan,31,NAVARRA,148,PSIQUIÁTRICO,N
310121,HOSPITAL GARCÍA ORCOYEN,42.68253970000001,-2.0403908,Estella-Lizarra,31,NAVARRA,93,GENERAL,N
310137,HOSPITAL REINA SOFÍA,42.0292034,-1.5839423000000001,Tudela,31,NAVARRA,190,GENERAL,N
310142,CLÍNICA PSICOGERIÁTRICA JOSEFINA ARREGUI,42.89527893066406,-2.1688899993896484,Altsasu/Alsasua,31,NAVARRA,21,PSIQUIÁTRICO,N
310150,COMPLEJO HOSPITALARIO DE NAVARRA,42.8050525,-1.6670546000000002,Pamplona/Iruña,31,NAVARRA,1086,GENERAL,N
320013,COMPLEXO HOSPITALARIO UNIVERSITARIO DE OURENSE,42.33639144897461,-7.863329887390138,Ourense,32,OURENSE,869,GENERAL,N
320028,HOSPITAL UNIVERSITARIO CRISTAL,42.33639144897461,-7.863329887390138,Ourense,32,OURENSE,0,GENERAL,N
320034,HOSPITAL SANTO CRISTO DE PIÑOR (PSIQUIATRICO),42.3242289501672,-7.88727320004537,Barbadás,32,OURENSE,0,GENERAL,N
320052,HOSPITAL SANTA MARIA NAI,42.33639144897461,-7.863329887390138,Ourense,32,OURENSE,0,GENERAL,N
320087,CENTRO MEDICO EL CARMEN,42.3426280001606,-7.8645101499290595,Ourense,32,OURENSE,43,GENERAL,N
320126,HOSPITAL DE VALDEORRAS (*),42.41686828821465,-6.99126718400128,"Barco de Valdeorras, O",32,OURENSE,100,GENERAL,N
320150,HOSPITAL DE VERIN,41.94912160724329,-7.432581525290849,Verín,32,OURENSE,80,GENERAL,N
320163,CLINICA SANTA TERESA,42.33639144897461,-7.863329887390138,Ourense,32,OURENSE,49,GENERAL,N
330045,HOSPITAL MONTE NARANCO,28.67028999328613,-81.20848083496094,Oviedo,33,ASTURIAS,194,GENERAL,N
330061,CENTRO MÉDICO DE ASTURIAS,28.67028999328613,-81.20848083496094,Oviedo,33,ASTURIAS,105,GENERAL,N
330077,CLÍNICA ASTURIAS,43.36761,-5.855954799999999,Oviedo,33,ASTURIAS,46,GENERAL,N
330096,CLÍNICA SAN RAFAEL,43.3805243,-5.8292446,Oviedo,33,ASTURIAS,36,PSIQUIÁTRICO,N
330100,"HOSPITAL  UNIVERSITARIO ""SAN AGUSTÍN""",43.551977436941,-5.93266145074328,Avilés,33,ASTURIAS,436,GENERAL,N
330117,FUNDACIÓN HOSPITAL DE AVILÉS,43.5548147450937,-5.926739949653354,Avilés,33,ASTURIAS,90,MÉDICO-QUIRÚRGICO,N
330138,HOSPITAL CARMEN Y SEVERO OCHOA,43.177831899999994,-6.5535917,Cangas del Narcea,33,ASTURIAS,103,GENERAL,N
330143,HOSPITAL COMARCAL DE JARRIO,43.539058685302734,-6.743907928466798,Coaña,33,ASTURIAS,105,GENERAL,N
330156,HOSPITAL DE CABUEÑES,43.523568700000006,-5.6064987,Gijón,33,ASTURIAS,457,GENERAL,N
330169,HOSPITAL DE LA CRUZ ROJA,43.5383857,-5.6549024,Gijón,33,ASTURIAS,120,MÉDICO-QUIRÚRGICO,N
330175,SANATORIO NUESTRA SEÑORA DE COVADONGA,43.5302469,-5.6488879999999995,Gijón,33,ASTURIAS,24,MÉDICO-QUIRÚRGICO,N
330194,FUNDACIÓN HOSPITAL DE JOVE,43.54716312883273,-5.699130734569748,Gijón,33,ASTURIAS,233,GENERAL,N
330208,"HOSPITAL BEGOÑA DE GIJÓN, S.L.",43.535239399999995,-5.647806299999999,Gijón,33,ASTURIAS,41,GENERAL,N
330241,HOSPITAL VALLE DEL NALÓN,43.323710500103104,-5.72197935040292,Langreo,33,ASTURIAS,223,GENERAL,N
330254,FUNDACIÓN SANATORIO ADARO,43.29176147444161,-5.6752823902254805,Langreo,33,ASTURIAS,138,GERIATRÍA Y/O LARGA ESTANCIA,N
330267,HOSPITAL V. ÁLVAREZ BUYLLA,43.25486768203929,-5.777105266635168,Mieres,33,ASTURIAS,176,GENERAL,N
330292,HOSPITAL UNIVERSITARIO CENTRAL DE ASTURIAS,43.387840270996094,-5.826907157897949,Oviedo,33,ASTURIAS,991,GENERAL,N
330306,HOSPITAL DEL ORIENTE DE ASTURIAS FRANCISCO GRANDE COVIÁN,43.38836669921875,-5.186789035797119,Parres,33,ASTURIAS,90,GENERAL,N
330313,HOSPITAL DE LUARCA -ASISTENCIA MÉDICA OCCIDENTALSL,43.54232406616211,-6.5360660552978525,Valdés,33,ASTURIAS,19,OTROS MONOGRÁFICOS,N
330321,"INSTITUTO SALUD MENTAL PÉREZ-ESPINOSA ORIA, S.L.",38.439697265625,-122.71564483642578,Llanera,33,ASTURIAS,42,PSIQUIÁTRICO,N
330332,CLÍNICA PSIQUIÁTRICA SOMIÓ,43.545757200000004,-5.609765599999999,Gijón,33,ASTURIAS,40,PSIQUIÁTRICO,N
330343,CLÍNICA CIRUGÍA PLÁSTICA Y ESTÉTICA FERNÁNDEZ Y FERNÁNDEZ COSSÍO,43.3503127,-5.8593773,Oviedo,33,ASTURIAS,3,QUIRÚRGICO,N
330354,HOSPITAL GIJÓN,-38.2426,-57.780480000000004,Gijón,33,ASTURIAS,32,GERIATRÍA Y/O LARGA ESTANCIA,N
330365,CENTRO TERAPÉUTICO VISTA ALEGRE,43.53240318533081,-5.628402119144348,Gijón,33,ASTURIAS,28,PSIQUIÁTRICO,N
330376,INSTITUTO OFTALMOLÓGICO FERNÁNDEZ -VEGA,28.67028999328613,-81.20848083496094,Oviedo,33,ASTURIAS,13,OFTÁLMICO U ORL,N
340014,HOSPITAL RIO CARRIÓN,42.0027590530884,-4.53679083348238,Palencia,34,PALENCIA,0,GENERAL,N
340029,HOSPITAL SAN TELMO,41.9985136914788,-4.52386914713679,Palencia,34,PALENCIA,0,GENERAL,N
340035,HOSPITAL PSIQUIATRICO SAN LUIS,42.01245880126953,-4.531175136566162,Palencia,34,PALENCIA,206,PSIQUIÁTRICO,N
340040,ÁREA PSIQUIÁTRICA DEL CENTRO ASISTENCIAL SAN JUAN DE DIOS,42.0007641,-4.5507731,Palencia,34,PALENCIA,97,PSIQUIÁTRICO,N
340053,HOSPITAL RECOLETAS DE PALENCIA,42.0158636,-4.540160299999999,Palencia,34,PALENCIA,44,GENERAL,N
340063,COMPLEJO ASISTENCIAL UNIVERSITARIO DE PALENCIA,42.0027590530884,-4.53679083348238,Palencia,34,PALENCIA,495,GENERAL,N
350043,HOSPITAL UNIVERSITARIO MATERNO-INFANTIL DE CANARIAS,28.072101943729997,-15.4165842204644,"Palmas de Gran Canaria, Las",35,LAS PALMAS,0,MATERNO-INFANTIL,N
350056,HOSPITAL UNIVERSITARIO INSULAR DE GRAN CANARIA,28.4319030504838,-16.2937816001632,"Palmas de Gran Canaria, Las",35,LAS PALMAS,0,GENERAL,N
350069,UNIDADES CLÍNICAS Y DE REHABILITACIÓN (UCYR),28.101873000145698,-15.4230869500893,"Palmas de Gran Canaria, Las",35,LAS PALMAS,0,PSIQUIÁTRICO,N
350081,SANATORIO DERMATOLÓGICO REGIONAL,28.058012599999998,-15.461109900000002,"Palmas de Gran Canaria, Las",35,LAS PALMAS,54,GERIATRÍA Y/O LARGA ESTANCIA,N
350115,FUNDACIÓN BENÉFICA CANARIA CASA ASILO SAN JOSÉ,28.1430838,-15.432565599999998,"Palmas de Gran Canaria, Las",35,LAS PALMAS,66,GENERAL,N
350120,VITHAS HOSPITAL SANTA CATALINA,28.126803600000002,-15.4297876,"Palmas de Gran Canaria, Las",35,LAS PALMAS,152,GENERAL,N
350154,"HOSPITAL POLICLÍNICO LA PALOMA, S.A.",28.1264928,-15.4322432,"Palmas de Gran Canaria, Las",35,LAS PALMAS,108,GENERAL,N
350167,"INSTITUTO POLICLÍNICO CAJAL, S.L.",28.110022600000004,-15.421425,"Palmas de Gran Canaria, Las",35,LAS PALMAS,136,GENERAL,N
350173,HOSPITAL SAN ROQUE LAS PALMAS DE GRAN CANARIA,28.0990195,-15.413384200000001,"Palmas de Gran Canaria, Las",35,LAS PALMAS,162,GENERAL,N
350192,CLÍNICA BANDAMA,28.067389000000002,-15.4569017,"Palmas de Gran Canaria, Las",35,LAS PALMAS,64,PSIQUIÁTRICO,N
350206,HOSPITAL NUESTRA SEÑORA DEL PERPETUO SOCORRO,28.137408,-15.430199599999998,"Palmas de Gran Canaria, Las",35,LAS PALMAS,187,GENERAL,N
350228,HOSPITAL DOCTOR JOSÉ MOLINA OROSA,29.0034658,-13.609447400000002,Arrecife,35,LAS PALMAS,292,GENERAL,N
350249,HOSPITAL INSULAR DE LANZAROTE,28.95950698852539,-13.547600746154785,Arrecife,35,LAS PALMAS,80,GERIATRÍA Y/O LARGA ESTANCIA,N
350252,HOSPITAL GENERAL DE FUERTEVENTURA,28.4955146681245,-13.8647369661924,Puerto del Rosario,35,LAS PALMAS,131,GENERAL,N
350265,"QUINTA MÉDICA DE REPOSO, S.A.",28.029157666452452,-15.499776912405991,Santa Brígida,35,LAS PALMAS,78,PSIQUIÁTRICO,N
350271,HOSPITAL DE SAN ROQUE GUÍA,28.129371751149307,-15.625778230403386,Santa María de Guía de Gran Canaria,35,LAS PALMAS,0,GERIATRÍA Y/O LARGA ESTANCIA,N
350287,HOSPITAL CIUDAD DE TELDE,28.01481056213379,-15.384244918823242,Telde,35,LAS PALMAS,219,GERIATRÍA Y/O LARGA ESTANCIA,N
350290,COMPLEJO HOSPITALARIO UNIVERSITARIO INSULAR-MATERNO INFANTIL,28.072101943729997,-15.4165842204644,"Palmas de Gran Canaria, Las",35,LAS PALMAS,916,GENERAL,N
350304,HOSPITAL CLÍNICA ROCA (ROCA GESTIÓN HOSPITALARIA),27.767711760805145,-15.549743481802746,San Bartolomé de Tirajana,35,LAS PALMAS,81,GENERAL,N
350311,HOSPITAL UNIVERSITARIO  DE GRAN CANARIA DR. NEGRÍN,28.1201161429062,-15.4430894927331,"Palmas de Gran Canaria, Las",35,LAS PALMAS,0,GENERAL,N
350326,HOSPITEN LANZAROTE (CLÍNICAS DEL SUR S.L.U.),27.78080177307129,-15.602523803710938,Tías,35,LAS PALMAS,61,GENERAL,N
350332,COMPLEJO HOSPITALARIO UNIVERSITARIO DE GRAN CANARIA DR. NEGRÍN,28.1201161429062,-15.4430894927331,"Palmas de Gran Canaria, Las",35,LAS PALMAS,828,GENERAL,N
350367,HOSPITAL SAN ROQUE MASPALOMAS,27.749932799999996,-15.607717300000001,San Bartolomé de Tirajana,35,LAS PALMAS,147,GENERAL,N
350389,CLÍNICA PARQUE FUERTEVENTURA,28.49650382995605,-13.86220645904541,Puerto del Rosario,35,LAS PALMAS,12,MÉDICO-QUIRÚRGICO,N
350390,CLINICA JORGANI,28.29052352905273,-16.55661964416504,Teguise,35,LAS PALMAS,11,GENERAL,N
360010,HOSPITAL UNIVERSITARIO MONTECELO,42.43357467651367,-8.648114204406737,Pontevedra,36,PONTEVEDRA,0,GENERAL,N
360025,HOSPITAL PROVINCIAL DE PONTEVEDRA,42.43357467651367,-8.648114204406737,Pontevedra,36,PONTEVEDRA,0,GENERAL,N
360031,HESTIA SANTA MARIA,28.441685999999997,-16.2991477,Pontevedra,36,PONTEVEDRA,70,GERIATRÍA Y/O LARGA ESTANCIA,N
360059,HOSPITAL QUIRONSALUD MIGUEL DOMINGUEZ,42.4292935,-8.6422448,Pontevedra,36,PONTEVEDRA,127,GENERAL,N
360101,INSTITUTO DE NEURO-REHABILITACION QUIRONSALUD PONTEVEDRA,42.43255199026871,-8.661925266555519,Poio,36,PONTEVEDRA,30,OTROS MONOGRÁFICOS,N
360118,HOSPITAL MEIXOEIRO,42.219826303866604,-8.678362287288598,Vigo,36,PONTEVEDRA,0,GENERAL,N
360157,HOSPITAL NICOLAS PEÑA,42.22535524174185,-8.729569413498973,Vigo,36,PONTEVEDRA,0,GENERAL,N
360160,"FREMAP, HOSPITAL DE VIGO",42.2286763,-8.7276492,Vigo,36,PONTEVEDRA,17,TRAUMATOLOGÍA Y/O REHABILITACIÓN,N
360182,HOSPITAL POVISA,42.2234565,-8.7275904,Vigo,36,PONTEVEDRA,573,GENERAL,N
360195,HOSPITAL HM VIGO,42.2295147,-8.722089800000001,Vigo,36,PONTEVEDRA,12,GENERAL,N
360209,VITHAS HOSPITAL NOSA SEÑORA DE FATIMA,42.23464459552557,-8.708935222619193,Vigo,36,PONTEVEDRA,200,GENERAL,N
360216,CONCHEIRO CENTRO MEDICO QUIRURGICO,42.228306700000005,-8.7190269,Vigo,36,PONTEVEDRA,40,QUIRÚRGICO,N
360255,CENTRO MEDICO PINTADO,45.54394,11.41122,Vigo,36,PONTEVEDRA,12,MATERNO-INFANTIL,N
360268,SANATORIO PSIQUIATRICO SAN JOSE,42.223947755582046,-8.737933248378313,Vigo,36,PONTEVEDRA,48,PSIQUIÁTRICO,N
360274,CLINICA RESIDENCIA EL PINAR,42.2207396,-8.681716900000001,Vigo,36,PONTEVEDRA,84,PSIQUIÁTRICO,N
360340,COMPLEXO HOSPITALARIO UNIVERSITARIO DE PONTEVEDRA,42.43357467651367,-8.648114204406737,Pontevedra,36,PONTEVEDRA,605,GENERAL,N
360353,HOSPITAL DO SALNES (*),42.5745191010518,-8.72612616778147,Vilagarcía de Arousa,36,PONTEVEDRA,122,GENERAL,N
360368,COMPLEXO HOSPITALARIO UNIVERSITARIO DE VIGO,42.196479362991205,-8.71819811879454,Vigo,36,PONTEVEDRA,1273,GENERAL,N
360379,HOSPITAL UNIVERSITARIO ALVARO CUNQUEIRO,42.196479362991205,-8.71819811879454,Vigo,36,PONTEVEDRA,0,GENERAL,N
370016,COMPLEJO ASISTENCIAL UNIVERSITARIO DE SALAMANCA,40.9641127,-5.673001599999999,Salamanca,37,SALAMANCA,914,GENERAL,N
370037,HOSPITAL UNIVERSITARIO DE SALAMANCA,40.9641127,-5.673001599999999,Salamanca,37,SALAMANCA,0,GENERAL,N
370055,HOSPITAL GENERAL DE LA SANTÍSIMA TRINIDAD,40.969072825618795,-5.66779732337415,Salamanca,37,SALAMANCA,106,GENERAL,N
370074,HOSPITAL LOS MONTALVOS,40.9756798263151,-6.09727538386688,Carrascal de Barregas,37,SALAMANCA,0,GENERAL,N
380012,COMPLEJO HOSPITALARIO UNIVERSITARIO NTRA. SRA. DE CANDELARIA,28.447836100000004,-16.2881728,Santa Cruz de Tenerife,38,SANTA CRUZ DE TENERIFE,1066,GENERAL,N
380027,HOSPITAL UNIVERSITARIO NUESTRA SEÑORA DE CANDELARIA,28.447836100000004,-16.2881728,Santa Cruz de Tenerife,38,SANTA CRUZ DE TENERIFE,0,GENERAL,N
380033,HOSPITAL DE OFRA,28.4729450336661,-16.277939214819302,Santa Cruz de Tenerife,38,SANTA CRUZ DE TENERIFE,0,GENERAL,N
380048,UNIDADES CLÍNICAS Y DE REHABILITACIÓN DE SALUD MENTAL,28.4696249,-16.2676989,Santa Cruz de Tenerife,38,SANTA CRUZ DE TENERIFE,0,PSIQUIÁTRICO,N
380051,HOSPITAL FEBLES CAMPOS,28.4612597,-16.260599900000003,Santa Cruz de Tenerife,38,SANTA CRUZ DE TENERIFE,258,GERIATRÍA Y/O LARGA ESTANCIA,N
380064,HOSPITAL SAN JUAN DE DIOS,28.4772282,-16.4140866,Santa Cruz de Tenerife,38,SANTA CRUZ DE TENERIFE,152,GENERAL,N
380086,HOSPITAL QUIRÓN TENERIFE,28.470917,-16.2666009,Santa Cruz de Tenerife,38,SANTA CRUZ DE TENERIFE,187,GENERAL,N
380099,VITHAS HOSPITAL SANTA CRUZ,28.4716584,-16.259007399999998,Santa Cruz de Tenerife,38,SANTA CRUZ DE TENERIFE,61,GENERAL,N
380103,"CLÍNICA PARQUE, S.A.",28.470830775275026,-16.253398289591598,Santa Cruz de Tenerife,38,SANTA CRUZ DE TENERIFE,64,GENERAL,N
380146,HOSPITEN SUR,28.0583626,-16.7253717,Arona,38,SANTA CRUZ DE TENERIFE,242,GENERAL,N
380178,HOSPITAL UNIVERSITARIO DE CANARIAS (H.U.C),28.460827044481398,-16.2955932157462,San Cristóbal de La Laguna,38,SANTA CRUZ DE TENERIFE,0,GENERAL,N
